battery_id,cycle,observed,predicted,feature_set,length,baseline
13,152,0.997125411021877,0.9967464018509588,M1,150,TS
13,153,0.9971229622682198,0.9967098028444327,M1,150,TS
13,154,0.9971144940118436,0.9966696253073994,M1,150,TS
13,155,0.9971000062527485,0.9966258692398589,M1,150,TS
13,156,0.9970794989909375,0.996578534641814,M1,150,TS
13,157,0.9970426935251744,0.9965349012824356,M1,150,TS
13,158,0.9970120287572352,0.9964799785434972,M1,150,TS
13,159,0.9969747483554201,0.9964234362140043,M1,150,TS
13,160,0.9969483991395283,0.9963613233250249,M1,150,TS
13,161,0.9969110441392823,0.9962972934382055,M1,150,TS
13,162,0.9968554234616301,0.9962092800410266,M1,150,TS
13,163,0.9967727646811086,0.9961276901221798,M1,150,TS
13,164,0.9966715256409413,0.9960648091703024,M1,150,TS
13,165,0.9965957220405769,0.9960122926746069,M1,150,TS
13,166,0.9965182877753898,0.9959759191940092,M1,150,TS
13,167,0.9964408373216866,0.9959484268404096,M1,150,TS
13,168,0.996360574441506,0.9959394451670656,M1,150,TS
13,169,0.9963313767031219,0.9959114215460397,M1,150,TS
13,170,0.9963210302726416,0.9958857869518015,M1,150,TS
13,171,0.9962985218915089,0.9958230005850105,M1,150,TS
13,172,0.9962485884144738,0.9957320438191548,M1,150,TS
13,173,0.9961874524844941,0.9956586602072954,M1,150,TS
13,174,0.9961345121000279,0.9955904339102589,M1,150,TS
13,175,0.9961303098675913,0.9955362840489296,M1,150,TS
13,176,0.9960950315914081,0.9954783496893934,M1,150,TS
13,177,0.9960719868016161,0.9954437981159167,M1,150,TS
13,178,0.9960434895446866,0.9954307320515041,M1,150,TS
13,179,0.9960460676752122,0.995417693575821,M1,150,TS
13,180,0.9960497643446751,0.995414597256769,M1,150,TS
13,181,0.9960063775909416,0.9953981355016783,M1,150,TS
13,182,0.9959622485718815,0.9953817116192958,M1,150,TS
13,183,0.9958959250976375,0.9953648942586627,M1,150,TS
13,184,0.9958618036440439,0.9953282565698244,M1,150,TS
13,185,0.995846187414138,0.9952858601825502,M1,150,TS
13,186,0.9957957726569031,0.9952157990542451,M1,150,TS
13,187,0.9957415155335627,0.995146475997927,M1,150,TS
13,188,0.9956964933022042,0.9950835940855566,M1,150,TS
13,189,0.9956549610085865,0.9950273006444074,M1,150,TS
13,190,0.9956421171713961,0.9949713417292085,M1,150,TS
13,191,0.9956152225775323,0.9949293737211511,M1,150,TS
13,192,0.9955648706054869,0.9948608646079793,M1,150,TS
13,193,0.9954959882519252,0.9947714377101973,M1,150,TS
13,194,0.995440178124885,0.9947010817523405,M1,150,TS
13,195,0.9953727857710697,0.9946061782212461,M1,150,TS
13,196,0.9953265384190831,0.9945343419074492,M1,150,TS
13,197,0.9952828626347129,0.9944652180457177,M1,150,TS
13,198,0.9952417584179565,0.9943988066360492,M1,150,TS
13,199,0.9952032257688137,0.9943351076784435,M1,150,TS
13,200,0.9951672646872847,0.9942741211729005,M1,150,TS
15,151,0.9962252605469409,0.9959731373333985,M1,150,TS
15,152,0.9962208125930392,0.9959280364221129,M1,150,TS
15,153,0.9962118183194908,0.9958793223870331,M1,150,TS
15,154,0.9961982777262959,0.9958269952281594,M1,150,TS
15,155,0.9961801908134543,0.9957710549454916,M1,150,TS
15,156,0.996157557580969,0.9957115015390324,M1,150,TS
15,157,0.9961330561512289,0.9956552983420662,M1,150,TS
15,158,0.9961030139082411,0.995588087143368,M1,150,TS
15,159,0.9960483729312696,0.9955197220240442,M1,150,TS
15,160,0.9960004961472655,0.9954458963147979,M1,150,TS
15,161,0.9959293724948286,0.9953704353820338,M1,150,TS
15,162,0.9958335335644611,0.9952710781738858,M1,150,TS
15,163,0.9957205996053304,0.9951779013195713,M1,150,TS
15,164,0.9956044966238953,0.9951030676968738,M1,150,TS
15,165,0.9954812809233828,0.9950394403320333,M1,150,TS
15,166,0.9953984102161108,0.9949909241908492,M1,150,TS
15,167,0.9953439525691803,0.9949506022545693,M1,150,TS
15,168,0.995329457996333,0.9949276912173253,M1,150,TS
15,169,0.9952733207454667,0.9948881111766666,M1,150,TS
15,170,0.9952518136326842,0.9948505280151224,M1,150,TS
15,171,0.9952051757086207,0.9947759939074965,M1,150,TS
15,172,0.995132271609668,0.9946731772807036,M1,150,TS
15,173,0.995060842996885,0.9945876854357437,M1,150,TS
15,174,0.9950070180486855,0.9945071297034057,M1,150,TS
15,175,0.9949476593639104,0.9944420531139162,M1,150,TS
15,176,0.994932851648315,0.9943712730750669,M1,150,TS
15,177,0.9949255098219727,0.9943240447971978,M1,150,TS
15,178,0.9949214325530107,0.9942981225411476,M1,150,TS
15,179,0.9949097971769096,0.9942732557859586,M1,150,TS
15,180,0.9948833397107228,0.9942587664551272,M1,150,TS
15,181,0.9948059503284219,0.9942309370193441,M1,150,TS
15,182,0.9947249757270282,0.9942032225466599,M1,150,TS
15,183,0.9946328188777054,0.9941748912231321,M1,150,TS
15,184,0.994556640269802,0.9941271144930395,M1,150,TS
15,185,0.9944566820527307,0.9940746332354823,M1,150,TS
15,186,0.9944022573565555,0.9939923794879725,M1,150,TS
15,187,0.9943491582095565,0.993910717553293,M1,150,TS
15,188,0.9942834853639416,0.9938360882634408,M1,150,TS
15,189,0.9942423860416657,0.9937675321306518,M1,150,TS
15,190,0.9941943633012958,0.9937001973166734,M1,150,TS
15,191,0.9941214406260783,0.9936471656335647,M1,150,TS
15,192,0.9940644165797171,0.9935665052776598,M1,150,TS
15,193,0.9939849550593147,0.993465013232834,M1,150,TS
15,194,0.9939132663788257,0.9933827429068904,M1,150,TS
15,195,0.9938551810527687,0.9932752195145654,M1,150,TS
15,196,0.9937969359266035,0.9931913673366303,M1,150,TS
15,197,0.9937438760109061,0.9931101644655095,M1,150,TS
15,198,0.9936960013056741,0.9930316109012006,M1,150,TS
15,199,0.9936533118109079,0.9929557066437034,M1,150,TS
15,200,0.993615807526607,0.9928824516930179,M1,150,TS
17,151,0.9980876584157506,0.998198449640622,M1,150,TS
17,152,0.9981352042733159,0.9982001275985056,M1,150,TS
17,153,0.9981566729266981,0.9981987358698305,M1,150,TS
17,154,0.998152064375897,0.9981942744545966,M1,150,TS
