draw,best_existing_prediction,optimized_candidate_prediction,candidate_minus_existing
1224,1.826392140287999e-05,2.2233010191579882e-05,3.969088788699892e-06
1225,2.293022112652045e-05,2.3312540098318333e-05,3.823189717978822e-07
1226,2.227038719529992e-05,2.3191889564229856e-05,9.215023689299368e-07
1227,2.3175258302913036e-05,2.1776075980376324e-05,-1.3991823225367115e-06
1228,2.5033360293643518e-05,2.160652578634307e-05,-3.4268345073004484e-06
1229,2.2581848000429885e-05,2.1274730763474848e-05,-1.3071172369550373e-06
1230,2.1721171568738936e-05,1.9829715820553727e-05,-1.8914557481852093e-06
1231,2.2567871851677956e-05,2.1616499774044687e-05,-9.513720776332691e-07
1232,1.7524576287454223e-05,1.9126230190456722e-05,1.6016539030024992e-06
1233,1.988789043384005e-05,1.8937980495921168e-05,-9.499099379188816e-07
1234,1.978343672722976e-05,1.86099042996641e-05,-1.1735324275656595e-06
1235,1.9720172694914054e-05,2.1001801734193436e-05,1.2816290392793817e-06
1236,2.092522336843817e-05,2.0127349920976213e-05,-7.978734474619569e-07
1237,2.7532097618487763e-05,2.4850682810171124e-05,-2.6814148083166393e-06
1238,2.5161750127389513e-05,2.1342216196000948e-05,-3.819533931388565e-06
1239,2.0762855509403176e-05,2.2856897677116827e-05,2.0940421677136506e-06
1240,2.1974852647113003e-05,2.0421346824994044e-05,-1.5535058221189588e-06
1241,2.7126713140978573e-05,2.5969801637559164e-05,-1.1569115034194082e-06
1242,2.0328645945063462e-05,1.895726655163872e-05,-1.3713793934247415e-06
1243,2.1653244312467298e-05,1.930376444006796e-05,-2.3494798723993387e-06
1244,1.8537415388233822e-05,2.1762389985112128e-05,3.2249745968783065e-06
1245,2.0873785258291536e-05,1.9722402111205687e-05,-1.151383147085849e-06
1246,2.2563180980015507e-05,2.3072315997365887e-05,5.091350173503796e-07
1247,2.02267995976574e-05,2.1156788131730738e-05,9.299885340733383e-07
1248,2.3266566864757056e-05,2.349061963826627e-05,2.2405277350921228e-07
1249,1.8439711241642578e-05,1.9111865035191027e-05,6.721537935484493e-07
1250,1.993253276608938e-05,2.2154739759930208e-05,2.2222069938408267e-06
1251,2.0756002727582692e-05,2.24214537529638e-05,1.6654510253811073e-06
1252,1.9297030333446426e-05,2.1478317126583803e-05,2.1812867931373765e-06
1253,2.0889772571458673e-05,2.3247566590843263e-05,2.3577940193845895e-06
1254,2.0334870630875992e-05,2.3883217091815622e-05,3.5483464609396297e-06
1255,2.825369118493242e-05,2.2304065509109115e-05,-5.949625675823306e-06
1256,2.0535760632300268e-05,2.222839808697994e-05,1.6926374546796722e-06
1257,2.0686026815482026e-05,1.9511066220050937e-05,-1.174960595431089e-06
1258,1.2111170461332007e-05,2.019454414225667e-05,8.083373680924664e-06
1259,2.2897267772386327e-05,2.3867215445474165e-05,9.699476730878376e-07
1260,2.453795742896544e-05,2.2597218451216765e-05,-1.9407389777486748e-06
1261,2.1591374929506245e-05,1.997799768707165e-05,-1.6133772424345964e-06
1262,1.948526579187242e-05,2.2520606301619344e-05,3.0353405097469254e-06
1263,2.3408172060557974e-05,2.0859127879615657e-05,-2.5490441809423168e-06
1264,2.0383199500100865e-05,2.154079053548884e-05,1.1575910353879753e-06
1265,1.7734496124663782e-05,1.9223169589764268e-05,1.4886734651004865e-06
1266,1.7610555798649166e-05,1.8762128430332803e-05,1.1515726316836374e-06
1267,1.969157787047681e-05,1.8837362068033672e-05,-8.542158024431377e-07
1268,1.5644804188875358e-05,1.74349208658554e-05,1.7901166769800433e-06
1269,2.1734216570570734e-05,2.024824721668449e-05,-1.4859693538862429e-06
1270,1.6347002962461024e-05,1.8125528639884505e-05,1.7785256774234816e-06
1271,2.0325293290752557e-05,1.8862748276576223e-05,-1.4625450141763345e-06
1272,1.9217382122112614e-05,2.0544275111757172e-05,1.326892989644558e-06
1273,1.2923522516370468e-05,1.9037529797246144e-05,6.114007280875677e-06
1274,2.1209035209154277e-05,1.9658539331490886e-05,-1.5504958776633911e-06
1275,1.8226818640846685e-05,1.86792458636964e-05,4.524272228497163e-07
1276,2.0250817669497104e-05,2.1822974752061844e-05,1.5721570825647405e-06
1277,1.878494259603473e-05,1.7724716445865398e-05,-1.060226150169331e-06
1278,2.0921211021455076e-05,2.255454939728728e-05,1.6333383758322057e-06
1279,2.017498823949907e-05,2.1198862619340453e-05,1.0238743798413824e-06
1280,2.2927524537786015e-05,2.0152316798251944e-05,-2.7752077395340707e-06
1281,2.029235940366322e-05,1.8386938684764307e-05,-1.9054207188989141e-06
1282,2.4857671898641918e-05,2.3138597930689134e-05,-1.7190739679527836e-06
1283,2.275491406703524e-05,2.0602144976682627e-05,-2.152769090352614e-06
1284,2.4116898900859764e-05,2.02217734791842e-05,-3.895125421675564e-06
1285,1.8535439648065794e-05,1.8888734678597438e-05,3.5329503053164324e-07
1286,2.002980216337131e-05,2.114405542710118e-05,1.1142532637298697e-06
1287,2.0269025189428145e-05,2.3312891329752963e-05,3.043866140324818e-06
1288,2.0019426727814603e-05,2.0247467087951654e-05,2.2804036013705168e-07
1289,2.1202103908866508e-05,2.0840525029310992e-05,-3.6157887955551575e-07
1290,2.2720775496268895e-05,2.0438405515165734e-05,-2.2823699811031608e-06
1291,2.242242504938045e-05,2.002509240812994e-05,-2.39733264125051e-06
1292,2.1865119313467162e-05,2.2226953370868606e-05,3.6183405740144433e-07
1293,2.618492380355014e-05,2.2017237516795958e-05,-4.167686286754181e-06
1294,2.3073119891736937e-05,2.1848470118122486e-05,-1.2246497736144514e-06
1295,2.2749961487919815e-05,2.3794689057977214e-05,1.0447275700573994e-06
1296,1.904890912013884e-05,1.8518558740623987e-05,-5.303503795148543e-07
1297,1.6987858611146623e-05,2.21199176078728e-05,5.132058996726176e-06
1298,1.8605148412605294e-05,2.0272201682647998e-05,1.6670532700427038e-06
1299,2.0458061025405344e-05,2.21071302212311e-05,1.6490691958257565e-06
1300,2.0618818932352552e-05,2.2481534952895482e-05,1.8627160205429295e-06
1301,1.5833391009324876e-05,1.9029333679526532e-05,3.195942670201656e-06
1302,1.671772261857374e-05,2.304116324863729e-05,6.323440630063551e-06
1303,2.3128180824076456e-05,2.1224360843867135e-05,-1.9038199802093208e-06
1304,1.937677361965988e-05,1.9986702890147034e-05,6.099292704871561e-07
1305,2.347852741885195e-05,2.1155829188757438e-05,-2.322698230094513e-06
1306,2.3856469501253674e-05,2.268661817083467e-05,-1.1698513304190042e-06
1307,1.789515826533972e-05,1.8967845015482788e-05,1.0726867501430667e-06
1308,1.858560912000772e-05,1.9924814894640323e-05,1.3392057746326021e-06
1309,1.8195730166302147e-05,1.752047604862073e-05,-6.75254117681419e-07
1310,1.8275677595273216e-05,1.9355668859612702e-05,1.079991264339486e-06
1311,2.146160018420203e-05,2.239434242367377e-05,9.327422394717389e-07
1312,2.0523361459939623e-05,2.1159721140365574e-05,6.363596804259515e-07
1313,2.0185723246076897e-05,2.111276299598771e-05,9.270397499108144e-07
1314,2.4162093333737596e-05,2.4591428358242373e-05,4.2933502450477685e-07
1315,2.0785493130135496e-05,2.0374791782424265e-05,-4.107013477112316e-07
1316,1.9746359898046522e-05,1.851964926035883e-05,-1.2267106376876908e-06
1317,1.8937169284242174e-05,1.796708821602714e-05,-9.700810682150335e-07
1318,2.4247975620519834e-05,2.1782316275704756e-05,-2.4656593448150785e-06
1319,1.9122556386625402e-05,2.0896213671344582e-05,1.7736572847191802e-06
1320,2.1355564849962266e-05,2.1363719303798157e-05,8.154453835891112e-09
1321,2.2267324090959953e-05,1.8247233766596175e-05,-4.020090324363778e-06
1322,1.9240253660880012e-05,2.129521808862509e-05,2.054964427745077e-06
1323,2.8093481502282612e-05,2.2679903951789426e-05,-5.413577550493186e-06
1324,2.034164478867017e-05,2.2190609435802397e-05,1.8489646471322267e-06
1325,1.7344610577378278e-05,2.1727464397512853e-05,4.3828538201345755e-06
1326,2.5664667459953637e-05,2.145849818445089e-05,-4.206169275502747e-06
1327,1.6215563642759154e-05,1.759273529332135e-05,1.3771716505621965e-06
1328,2.0183324936452795e-05,1.9904320327207926e-05,-2.7900460924486906e-07
1329,2.4534108524405092e-05,2.130473468612909e-05,-3.2293738382760016e-06
1330,2.299471231740667e-05,2.309706769856236e-05,1.0235538115568963e-07
1331,2.1702989905455844e-05,2.1061228975224002e-05,-6.417609302318421e-07
1332,2.161964222399896e-05,2.1424273467817754e-05,-1.9536875618120705e-07
1333,2.0265895243656357e-05,2.1564378336641156e-05,1.2984830929847982e-06
1334,2.6901849473778665e-05,2.1434054108907725e-05,-5.46779536487094e-06
1335,2.1415072613356887e-05,2.0782347878019602e-05,-6.327247353372846e-07
1336,2.4146810718007774e-05,2.2388996329808935e-05,-1.7578143881988389e-06
1337,1.8584758710799895e-05,1.8568281189256798e-05,-1.6477521543097892e-08
1338,1.9039875373683308e-05,2.0400326266079022e-05,1.3604508923957136e-06
1339,1.7248372223660343e-05,1.9472836717598872e-05,2.224464493938529e-06
1340,2.0033734785513253e-05,2.166092549930307e-05,1.6271907137898158e-06
1341,1.8395861862828714e-05,1.942751729295421e-05,1.0316554301254948e-06
1342,2.1440838610032658e-05,1.9124080649272547e-05,-2.316757960760111e-06
1343,1.7434956529848854e-05,2.0724735490600308e-05,3.289778960751454e-06
1344,2.639726807501352e-05,2.1334273805296676e-05,-5.062994269716845e-06
1345,1.5553807251016075e-05,2.0442152700230026e-05,4.888345449213951e-06
1346,1.9695648995643773e-05,2.000882346595504e-05,3.131744703112674e-07
1347,1.9542657019334897e-05,2.455632135621801e-05,5.013664336883113e-06
1348,1.9164429951215006e-05,1.842626920241217e-05,-7.381607488028376e-07
1349,2.438241738645107e-05,1.9392320294995377e-05,-4.990097091455692e-06
1350,2.327877580847815e-05,2.227106092104008e-05,-1.0077148874380677e-06
1351,1.6017492399002986e-05,1.9417789711069576e-05,3.4002973120665894e-06
1352,1.6599289300861778e-05,1.910472746564328e-05,2.5054381647815003e-06
1353,2.0571140801472586e-05,2.0320971425202684e-05,-2.501693762699024e-07
1354,2.562838197026118e-05,2.184743547660608e-05,-3.7809464936551e-06
1355,1.7704423464182053e-05,2.1374051577986703e-05,3.6696281138046493e-06
1356,1.6819549712630616e-05,2.1277894761803362e-05,4.458345049172747e-06
1357,1.7329478456529587e-05,2.039793897646621e-05,3.0684605199366227e-06
1358,2.1110676697432033e-05,2.10322764097991e-05,-7.840028763293335e-08
1359,1.8572896132853224e-05,2.031159690226955e-05,1.7387007694163274e-06
1360,2.4200797128259324e-05,2.1251586213864205e-05,-2.949210914395119e-06
1361,1.8599338952861963e-05,2.115303938043935e-05,2.553700427577389e-06
1362,2.741388196353766e-05,2.2659414839818565e-05,-4.754467123719096e-06
1363,1.962310337088882e-05,2.038283074765408e-05,7.59727376765262e-07
1364,2.0701289363503364e-05,1.9437290635895176e-05,-1.2639987276081877e-06
1365,2.3933463278644237e-05,2.355204977713438e-05,-3.8141350150985626e-07
1366,2.5507438552820854e-05,2.0393960809595072e-05,-5.113477743225781e-06
1367,1.7580565898560628e-05,1.7423959431133088e-05,-1.5660646742754006e-07
1368,1.3039311652602686e-05,1.8130565395286678e-05,5.091253742683992e-06
1369,2.1472213560959363e-05,1.9025610295665158e-05,-2.446603265294205e-06
1370,1.8870624709541496e-05,2.2478781250742976e-05,3.6081565412014797e-06
1371,2.1777215084294574e-05,2.2216482126488173e-05,4.3926704219359854e-07
1372,2.012332171058294e-05,2.1372027484784398e-05,1.248705774201457e-06
1373,2.634247937041365e-05,2.2870712198113624e-05,-3.471767172300026e-06
1374,1.9651861974922936e-05,2.210700337154914e-05,2.455141396626205e-06
1375,2.111353615311869e-05,1.9850705659949786e-05,-1.2628304931689038e-06
1376,1.9064276848316786e-05,2.1125318002454053e-05,2.061041154137267e-06
1377,2.0199526739801673e-05,2.149362578453364e-05,1.2940990447319681e-06
1378,2.1054688272473383e-05,1.9239990829428944e-05,-1.8146974430444386e-06
1379,2.319671823561003e-05,1.9089727797511076e-05,-4.106990438098955e-06
1380,1.778821262908334e-05,1.981217469455781e-05,2.02396206547447e-06
1381,1.955691437817463e-05,2.0346407120676958e-05,7.894927425023269e-07
1382,2.5178910644288145e-05,2.2372748405452105e-05,-2.80616223883604e-06
1383,2.221670705249747e-05,2.371906825372424e-05,1.5023612012267723e-06
1384,1.720234426519784e-05,2.0975840700832566e-05,3.773496435634726e-06
1385,2.1869655795588942e-05,2.042926056639132e-05,-1.4403952291976223e-06
1386,2.091526388468833e-05,1.907756670789668e-05,-1.837697176791649e-06
1387,2.556073857627792e-05,2.452582946004792e-05,-1.034909116229997e-06
1388,2.2837398428672126e-05,2.1805539344103896e-05,-1.0318590845682308e-06
1389,2.1979304322881437e-05,1.9323960591488942e-05,-2.655343731392495e-06
1390,2.1147169817679368e-05,2.1787811059104758e-05,6.406412414253904e-07
1391,2.4109975058323134e-05,2.1464912490130497e-05,-2.6450625681926374e-06
1392,1.6910463096007978e-05,2.169319882139105e-05,4.782735725383071e-06
1393,2.4648558538366018e-05,2.2947243789967887e-05,-1.7013147483981307e-06
1394,2.0398863470491285e-05,2.146478949963537e-05,1.0659260291440834e-06
1395,1.954563895366128e-05,1.894880115985791e-05,-5.968377938033694e-07
1396,1.7181853265936115e-05,1.932369468491614e-05,2.1418414189800252e-06
1397,2.172858005786394e-05,2.1311068264284277e-05,-4.175117935796633e-07
1398,2.389740126840261e-05,2.1365126804591912e-05,-2.5322744638106966e-06
1399,2.2386198181768897e-05,2.0053971124623224e-05,-2.3322270571456724e-06
1400,2.3435531009307805e-05,2.0545533436657053e-05,-2.889997572650752e-06
1401,1.973509006221342e-05,2.024775017316544e-05,5.12660110952019e-07
1402,2.094093134477492e-05,1.9517906477954842e-05,-1.4230248668200795e-06
1403,1.610970747956917e-05,1.9299010231583175e-05,3.1893027520140065e-06
1404,1.696014719602551e-05,1.7091292062473e-05,1.3114486644749112e-07
1405,1.8914012344128482e-05,2.1346054642461788e-05,2.4320422983333063e-06
1406,2.6268391871270788e-05,2.733002389576244e-05,1.0616320244916538e-06
1407,2.103176081104701e-05,2.175932943462266e-05,7.275686235756493e-07
1408,2.496418513292113e-05,2.2198431766336998e-05,-2.765753366584131e-06
1409,2.2032937273318103e-05,2.1495435213627693e-05,-5.375020596904101e-07
1410,1.9314525107383755e-05,2.216344404323906e-05,2.848918935855304e-06
1411,2.2689300407535855e-05,2.37794068700113e-05,1.0901064624754437e-06
1412,2.2145128491412367e-05,2.2798163140555245e-05,6.530346491428777e-07
1413,1.617503699549527e-05,2.0063716055088783e-05,3.888679059593513e-06
1414,2.2955651338987756e-05,2.2047625688291025e-05,-9.080256506967313e-07
1415,2.2454085765887192e-05,2.176276643661195e-05,-6.913193292752423e-07
1416,2.198382307469783e-05,1.968354943890434e-05,-2.3002736357934894e-06
1417,1.8586746847108637e-05,2.043864010551974e-05,1.8518932584111031e-06
1418,1.7384645310592046e-05,2.0474506980614697e-05,3.0898616700226504e-06
1419,1.92907945407055e-05,2.0813536790027154e-05,1.522742249321654e-06
1420,1.749470350165256e-05,1.9388400912310923e-05,1.8936974106583613e-06
1421,1.9224136859138264e-05,1.8877733453382538e-05,-3.4640340575572634e-07
1422,1.8295478512574413e-05,1.8807650806708852e-05,5.12172294134439e-07
1423,1.9740562925862463e-05,1.974200533966032e-05,1.4424137978560241e-09
1424,2.120104154592013e-05,2.278557570045604e-05,1.5845341545359108e-06
1425,1.5692329058529717e-05,1.7593869838065975e-05,1.9015407795362576e-06
1426,2.265672027482693e-05,2.2784128593180487e-05,1.274083183535589e-07
1427,2.1104748730535643e-05,2.082044842942313e-05,-2.843003011125149e-07
1428,2.1014226418804677e-05,2.2413025787211268e-05,1.3987993684065905e-06
1429,2.1504377238012993e-05,1.9339695615739e-05,-2.1646816222739925e-06
1430,1.558900489691347e-05,1.794507767695894e-05,2.356072780045468e-06
1431,2.2213474111444283e-05,2.2091452862431056e-05,-1.2202124901322659e-07
1432,1.89469560869638e-05,2.108592982930093e-05,2.138973742337131e-06
1433,2.3363230817612415e-05,2.0010162404963924e-05,-3.3530684126484913e-06
1434,2.109333554569694e-05,1.9170857726380638e-05,-1.9224778193163023e-06
1435,2.6239064040641938e-05,2.1881836676744806e-05,-4.357227363897131e-06
1436,2.2161445669748854e-05,2.2183998955836516e-05,2.2553286087661725e-08
1437,1.9339992844332392e-05,1.7920580093969907e-05,-1.4194127503624846e-06
1438,2.1249359484262988e-05,2.1232322499243635e-05,-1.7036985019352818e-08
1439,2.1856738112103673e-05,2.0552887043012572e-05,-1.3038510690911007e-06
1440,1.880874399489881e-05,2.1526658031101668e-05,2.717914036202857e-06
1441,2.713641520226642e-05,2.30339800887109e-05,-4.1024351135555195e-06
1442,2.1766852486515344e-05,2.0600883398418143e-05,-1.1659690880972005e-06
1443,2.5550310462110756e-05,2.0387472937070067e-05,-5.162837525040689e-06
1444,1.5684969496952833e-05,1.9249843598156708e-05,3.5648741012038752e-06
1445,2.4567010923643206e-05,2.1886272197897357e-05,-2.680738725745849e-06
1446,1.7470402610443777e-05,1.9172584759666323e-05,1.702182149222546e-06
1447,2.3077771165223194e-05,2.0737332351124142e-05,-2.340438814099052e-06
1448,2.251626805374986e-05,2.082264381315203e-05,-1.6936242405978308e-06
1449,1.960789565194262e-05,1.8804568475337186e-05,-8.033271766054345e-07
1450,2.0869047750733715e-05,2.015154182745583e-05,-7.175059232778843e-07
1451,1.9757592989925596e-05,2.159517275745393e-05,1.8375797675283342e-06
1452,2.427109989191468e-05,2.1862405846415846e-05,-2.4086940454988353e-06
1453,2.4673245786200372e-05,2.2998646526725452e-05,-1.6745992594749195e-06
1454,2.1683931945469586e-05,2.3211967731044725e-05,1.5280357855751389e-06
1455,2.0921957960813016e-05,2.070250651490043e-05,-2.1945144591258665e-07
1456,1.8141626975982364e-05,1.8372973763682975e-05,2.3134678770061166e-07
1457,2.202183923688635e-05,1.9800112403428145e-05,-2.2217268334582047e-06
1458,2.599322651249268e-05,2.4240032186156943e-05,-1.7531943263357354e-06
1459,2.1652939273553618e-05,1.9036480493576214e-05,-2.616458779977404e-06
1460,1.997133348087729e-05,2.0660205874436922e-05,6.888723935596317e-07
1461,2.137435371261478e-05,2.0425867436208043e-05,-9.484862764067368e-07
1462,2.0198854817047427e-05,1.959138585740134e-05,-6.074689596460857e-07
1463,2.058804407970582e-05,2.1017049320962752e-05,4.290052412569308e-07
1464,2.103008786003062e-05,2.0306376468905148e-05,-7.237113911254709e-07
1465,1.7421750183809354e-05,2.091726815044019e-05,3.4955179666308354e-06
1466,2.1962235105410188e-05,2.442676817393634e-05,2.4645330685261514e-06
1467,1.5565154298780795e-05,1.8564550783848167e-05,2.9993964850673725e-06
1468,2.629152511383889e-05,2.3293021160474803e-05,-2.9985039533640865e-06
1469,1.4970549673299655e-05,1.9251704982686654e-05,4.281155309386999e-06
1470,2.1855691300524224e-05,1.876903255707828e-05,-3.0866587434459446e-06
1471,1.9712744913680033e-05,2.141739958989168e-05,1.7046546762116484e-06
1472,1.8704003838034514e-05,2.1324250215450787e-05,2.6202463774162734e-06
1473,2.0714327519167798e-05,1.9719713227847217e-05,-9.946142913205808e-07
1474,2.3686299299095348e-05,2.3856462907708032e-05,1.7016360861268413e-07
1475,2.277877833721734e-05,2.1134804223204394e-05,-1.6439741140129475e-06
1476,1.895489468219383e-05,1.9560581052565027e-05,6.056863703711955e-07
1477,2.1153144969804904e-05,2.201909333595239e-05,8.65948366147487e-07
1478,1.75470344310538e-05,1.7479892965501218e-05,-6.714146555258113e-08
1479,1.9884689254680425e-05,1.9570649710692348e-05,-3.140395439880765e-07
1480,2.2468015496004554e-05,1.9807415168974444e-05,-2.66060032703011e-06
1481,2.2281052139360428e-05,2.0472549793404884e-05,-1.8085023459555439e-06
1482,1.6346117549223796e-05,1.7530643051514977e-05,1.1845255022911818e-06
1483,2.3683983336003986e-05,2.1561697364915582e-05,-2.122285971088404e-06
1484,1.5957815623577537e-05,1.8741044980882333e-05,2.783229357304796e-06
1485,2.1070740932441262e-05,1.9560112470401525e-05,-1.5106284620397374e-06
1486,2.0053873946305745e-05,2.197582474165031e-05,1.921950795344567e-06
1487,2.263562506639482e-05,2.0309496143440993e-05,-2.326128922953826e-06
1488,2.0890872057011684e-05,1.9220934183303714e-05,-1.66993787370797e-06
1489,1.727034634748869e-05,1.9564557327159118e-05,2.2942109796704292e-06
1490,2.1499866499273956e-05,2.115768802981695e-05,-3.4217846945700775e-07
1491,1.914542268416983e-05,2.1304207007144266e-05,2.1587843229744352e-06
1492,2.1722629113599333e-05,1.9485688088982603e-05,-2.23694102461673e-06
1493,1.9764389010792823e-05,2.1574838334031786e-05,1.8104493232389632e-06
1494,2.4166178963420847e-05,2.2543003927460588e-05,-1.6231750359602585e-06
1495,1.659247739301729e-05,2.1362620866082318e-05,4.770143473065029e-06
1496,1.7712764926398578e-05,2.0847922109434557e-05,3.135157183035979e-06
1497,2.167330564071685e-05,2.0217119269834087e-05,-1.4561863708827642e-06
1498,2.7961324702452224e-05,2.3799213104527796e-05,-4.162111597924429e-06
1499,1.9744298363924895e-05,2.1350796159029116e-05,1.606497795104221e-06
1500,1.6768453318391003e-05,1.8367887469679653e-05,1.5994341512886496e-06
1501,1.8727141875793437e-05,2.3602369374170223e-05,4.875227498376786e-06
1502,2.0229961964992098e-05,2.060053946019346e-05,3.705774952013631e-07
1503,1.8195330742792703e-05,2.068594221813083e-05,2.4906114753381285e-06
1504,1.7550516358525937e-05,1.9165347452700268e-05,1.614831094174331e-06
1505,2.3327046893398106e-05,2.0814505795616478e-05,-2.512541097781628e-06
1506,2.0144956225027903e-05,1.916528022228078e-05,-9.796760027471221e-07
1507,2.2457245169868536e-05,1.9534317277710858e-05,-2.922927892157678e-06
1508,2.1751947291492273e-05,1.892018877821594e-05,-2.831758513276332e-06
1509,1.9803470341911794e-05,2.1477500725130695e-05,1.6740303832189015e-06
1510,2.3615236366820834e-05,2.161221892860108e-05,-2.0030174382197535e-06
1511,1.6916216728758155e-05,1.969722927191195e-05,2.7810125431537945e-06
1512,2.232558992093859e-05,2.006188363157201e-05,-2.26370628936658e-06
1513,2.468047098688103e-05,2.124803227964142e-05,-3.4324387072396107e-06
1514,1.679453002305932e-05,2.1095410724518378e-05,4.30088070145906e-06
1515,2.1380335078308804e-05,2.6201719768028763e-05,4.821384689719959e-06
1516,2.0412440306742842e-05,2.0234548711092293e-05,-1.7789159565054897e-07
1517,2.1139814600049845e-05,2.017266431546187e-05,-9.671502845879759e-07
1518,2.5063236566624614e-05,2.0312303114453914e-05,-4.7509334521706995e-06
1519,2.237646676111066e-05,2.3077662762863175e-05,7.011960017525163e-07
1520,1.854574603325057e-05,1.7228226040895584e-05,-1.3175199923549858e-06
1521,2.2404374948229475e-05,2.24365114796593e-05,3.213653142982405e-08
1522,1.821543513906346e-05,2.2569639666847723e-05,4.354204527784262e-06
1523,1.74378621283037e-05,2.0234850373907734e-05,2.7969882456040345e-06
1524,1.973489717364939e-05,2.1020057287144157e-05,1.2851601134947677e-06
1525,2.412782713990063e-05,2.4274987126393973e-05,1.4715998649334286e-07
1526,2.0358442076178314e-05,2.0169685428743622e-05,-1.8875664743469198e-07
1527,2.153186258239995e-05,1.854575421550201e-05,-2.9861083668979423e-06
1528,1.8364731286605892e-05,1.9097230005855985e-05,7.324987192500936e-07
1529,2.2032541671737177e-05,1.8464788633598832e-05,-3.5677530381383443e-06
1530,1.7962300147916112e-05,2.1372143451985538e-05,3.4098433040694257e-06
1531,1.9821718132416975e-05,1.8539048610262577e-05,-1.2826695221543978e-06
1532,1.8389491434481013e-05,1.813672000152062e-05,-2.527714329603923e-07
1533,2.196238967431985e-05,2.2774792099231725e-05,8.124024249118737e-07
1534,2.1963542853074405e-05,1.8231667254809344e-05,-3.7318755982650616e-06
1535,2.516659328266467e-05,2.2362462218190457e-05,-2.804131064474214e-06
1536,2.073433887504031e-05,2.248107737540543e-05,1.7467385003651187e-06
1537,1.7624388115999252e-05,1.773959477105683e-05,1.1520665505757651e-07
1538,2.0848074186158092e-05,2.157194884213446e-05,7.23874655976369e-07
1539,2.2865395646465777e-05,2.16553746707187e-05,-1.210020975747076e-06
1540,2.1027982239674644e-05,2.0351095973867463e-05,-6.768862658071808e-07
1541,1.9626745710051734e-05,1.7231106828302292e-05,-2.3956388817494415e-06
1542,1.6007530247981764e-05,1.7154396928524197e-05,1.1468666805424325e-06
1543,2.0986095719813368e-05,2.0129647347089883e-05,-8.564483727234844e-07
1544,1.750387382845904e-05,1.9052821226861477e-05,1.548947398402438e-06
1545,2.0609903260466814e-05,2.048940652591942e-05,-1.2049673454739437e-07
1546,2.0516846397076583e-05,2.193753462644012e-05,1.4206882293635374e-06
1547,1.9565507163264794e-05,2.342725778634802e-05,3.861750623083227e-06
1548,1.8666658141303975e-05,1.952269339383254e-05,8.560352525285641e-07
1549,1.4574112779584404e-05,1.9926227534368468e-05,5.352114754784064e-06
1550,2.4368503208086112e-05,2.26306748701879e-05,-1.7378283378982127e-06
1551,2.0632629327518437e-05,2.072389339544562e-05,9.126406792718224e-08
1552,1.9379824874430248e-05,1.8406112307079492e-05,-9.737125673507555e-07
1553,2.1893065301677066e-05,2.2422751802536457e-05,5.296865008593919e-07
1554,1.6769208937247855e-05,1.846972746352866e-05,1.7005185262808055e-06
1555,2.0868491933554768e-05,2.1187959687633133e-05,3.1946775407836473e-07
1556,1.941058819867796e-05,1.912977599714046e-05,-2.8081220153750215e-07
1557,1.7085962818216854e-05,2.136238072011858e-05,4.276417901901727e-06
1558,1.8938835004129196e-05,1.8186914229506157e-05,-7.519207746230382e-07
1559,1.6924945437912836e-05,1.8314910422697264e-05,1.3899649847844282e-06
1560,2.213591143676573e-05,2.1260936341098816e-05,-8.749750956669123e-07
1561,2.0790242198421657e-05,1.7913248407935155e-05,-2.876993790486502e-06
1562,2.014181335857956e-05,2.187629407283186e-05,1.7344807142523e-06
1563,2.3661071112188552e-05,2.347314175997094e-05,-1.8792935221761218e-07
1564,2.0575515802708425e-05,2.1605607217372213e-05,1.0300914146637876e-06
1565,1.8904835798413732e-05,1.7210839766943385e-05,-1.6939960314703471e-06
1566,2.2268202053075362e-05,2.2724908873517294e-05,4.567068204419318e-07
1567,1.595213500077112e-05,2.0521563612260956e-05,4.569428611489836e-06
1568,2.7202769376831865e-05,2.223387148107528e-05,-4.968897895756584e-06
1569,2.2474321112844918e-05,2.2144494039070643e-05,-3.2982707377427457e-07
1570,1.839063903546041e-05,1.7670528572557467e-05,-7.20110462902944e-07
1571,2.1967151233736083e-05,2.0914556664394515e-05,-1.0525945693415686e-06
1572,2.138094943103528e-05,1.9689658321471678e-05,-1.691291109563604e-06
1573,2.0606333121850843e-05,2.0528941879874808e-05,-7.739124197603456e-08
1574,2.855663523147614e-05,2.321487558360781e-05,-5.34175964786833e-06
1575,2.4065197508304685e-05,2.2570907463244172e-05,-1.4942900450605125e-06
1576,1.7233497363048908e-05,1.9481133429056238e-05,2.24763606600733e-06
1577,1.547853727356619e-05,1.7552212837959595e-05,2.073675564393406e-06
1578,2.209341124243669e-05,2.0437342096248377e-05,-1.656069146188313e-06
1579,2.2335220763626315e-05,2.108627607031531e-05,-1.2489446933110036e-06
1580,1.889268006371921e-05,2.1212212713068147e-05,2.3195326493489366e-06
1581,1.7548194142146738e-05,1.9359604601072927e-05,1.8114104589261896e-06
1582,2.1086476364066714e-05,2.2333406823437545e-05,1.2469304593708314e-06
1583,2.0465373754086377e-05,2.1059212979794922e-05,5.938392257085452e-07
1584,2.125409922841333e-05,2.342405890499573e-05,2.169959676582399e-06
1585,1.996197186637839e-05,2.119159643245546e-05,1.2296245660770703e-06
1586,2.0675140892376726e-05,1.8718041401137794e-05,-1.957099491238932e-06
