draw,best_existing_prediction,optimized_candidate_prediction,candidate_minus_existing
1587,2.065084418512261e-05,2.1073622569233037e-05,4.2277838411042593e-07
1588,1.5190927422930406e-05,1.781902913240477e-05,2.628101709474365e-06
1589,2.1154308993234507e-05,2.2870774305334863e-05,1.7164653121003556e-06
1590,1.5644795398031464e-05,1.7654319053115796e-05,2.0095236550843322e-06
1591,2.5414336215430918e-05,2.3799325166302396e-05,-1.6150110491285215e-06
1592,1.7133743884808597e-05,1.941526314344325e-05,2.2815192586346533e-06
1593,1.883089751322376e-05,2.0506506841315306e-05,1.675609328091547e-06
1594,2.083492939313214e-05,2.2789793262518517e-05,1.9548638693863764e-06
1595,2.2605567450577298e-05,2.23043649243408e-05,-3.012025262364965e-07
1596,2.2817394789650483e-05,2.214982401343797e-05,-6.675707762125138e-07
1597,2.0313413626197428e-05,2.230872823839945e-05,1.9953146122020235e-06
1598,2.1007476684975432e-05,2.127601281371439e-05,2.6853612873895644e-07
1599,1.7674616248142712e-05,1.8972390061931126e-05,1.2977738137884143e-06
1600,1.564295605912076e-05,2.014483418717365e-05,4.501878128052891e-06
1601,2.2425947993996474e-05,2.072520425062305e-05,-1.7007437433734243e-06
1602,2.082765791011004e-05,2.1031305352854624e-05,2.0364744274458345e-07
1603,2.5263094954060814e-05,2.149960667370767e-05,-3.7634882803531427e-06
1604,2.00921894352924e-05,2.0480626314713715e-05,3.8843687942131505e-07
1605,1.9292654241649453e-05,2.229218546994496e-05,2.999531228295507e-06
1606,1.6980601194181464e-05,2.07339834580792e-05,3.7533822638977373e-06
1607,2.5116224255664695e-05,2.4261915752241558e-05,-8.543085034231375e-07
1608,2.3032605425535035e-05,1.8825598035245586e-05,-4.207007390289449e-06
1609,2.1138760009776477e-05,2.124279703263548e-05,1.0403702285900239e-07
1610,2.2321284793551648e-05,2.1613905301549496e-05,-7.073794920021522e-07
1611,2.2056633596007573e-05,2.145926131361218e-05,-5.973722823953929e-07
1612,2.4008925832180626e-05,2.237484221145486e-05,-1.6340836207257662e-06
1613,1.9754319797010326e-05,1.962475221947831e-05,-1.2956757753201633e-07
1614,2.189014497236679e-05,1.996221541868148e-05,-1.9279295536853104e-06
1615,1.5110023877772016e-05,1.877637507861534e-05,3.666351200843325e-06
1616,1.6000784937870462e-05,1.832463785123794e-05,2.3238529133674773e-06
1617,1.7482464127447907e-05,2.0289885391246222e-05,2.807421263798315e-06
1618,2.6064871966073093e-05,2.180536650209261e-05,-4.2595054639804835e-06
1619,1.984502160239223e-05,2.2332609742660228e-05,2.487588140267999e-06
1620,1.7483071874324914e-05,2.0267196896196963e-05,2.7841250218720486e-06
1621,1.7270756774818933e-05,1.9836226096241153e-05,2.56546932142222e-06
1622,1.7562517817841603e-05,2.1076120073489894e-05,3.513602255648291e-06
1623,2.191201452332902e-05,1.993084622091455e-05,-1.981168302414472e-06
1624,1.754313987730761e-05,1.9174930128086967e-05,1.631790250779357e-06
1625,2.054961208327705e-05,2.021420786578676e-05,-3.354042174902895e-07
1626,1.7772425546472896e-05,1.9962768204313248e-05,2.1903426578403525e-06
1627,1.8183986711021237e-05,1.7902880601828374e-05,-2.8110610919286324e-07
1628,2.221593548086105e-05,1.9540911191891036e-05,-2.6750242889700126e-06
1629,2.1763629166069624e-05,2.0194550720795122e-05,-1.5690784452745018e-06
1630,2.1967200954563992e-05,2.1739271527435325e-05,-2.2792942712866694e-07
1631,2.039499414679102e-05,1.852101372463488e-05,-1.87398042215614e-06
1632,2.5083137724406217e-05,2.1216065292964152e-05,-3.867072431442065e-06
1633,2.121978944086261e-05,2.119540335810745e-05,-2.4386082755160628e-08
1634,1.943569723412948e-05,2.1757553181522794e-05,2.321855947393313e-06
1635,1.9655871184257045e-05,1.9037841013084966e-05,-6.180301711720791e-07
1636,2.510243116265011e-05,2.359036980542008e-05,-1.5120613572300285e-06
1637,2.183785692949919e-05,2.2859754301392573e-05,1.0218973718933828e-06
1638,1.808841041487094e-05,2.134628998464902e-05,3.2578795697780816e-06
1639,1.7592613055737303e-05,1.8599345367904607e-05,1.0067323121673038e-06
1640,2.4906250748498183e-05,2.182210176995474e-05,-3.084148978543443e-06
1641,1.9697686871371885e-05,1.963351778036405e-05,-6.416909100783586e-08
1642,2.1432097423338725e-05,1.8459457792857466e-05,-2.972639630481259e-06
1643,1.699582919724084e-05,2.1034661329349023e-05,4.038832132108182e-06
1644,2.2650087929125517e-05,2.2227969523180017e-05,-4.221184059455e-07
1645,2.068303167599747e-05,2.093117194848312e-05,2.4814027248565204e-07
1646,2.1422650234295558e-05,2.1707346281859185e-05,2.846960475636273e-07
1647,2.1324029384923247e-05,1.9301132910164777e-05,-2.02289647475847e-06
1648,2.0458258879936557e-05,2.143482486910998e-05,9.765659891734218e-07
1649,1.80474841328996e-05,2.0234854942180184e-05,2.187370809280584e-06
1650,1.8519006064617385e-05,2.1050518170405987e-05,2.5315121057886017e-06
1651,1.6535987682517597e-05,1.8966987138368444e-05,2.4309994558508466e-06
1652,2.054254340884678e-05,1.9056935609401496e-05,-1.485607799445285e-06
1653,2.594021301237917e-05,2.1504808930137972e-05,-4.4354040822411995e-06
1654,1.6208656072217893e-05,1.8373006638248465e-05,2.1643505660305724e-06
1655,2.1566963056020016e-05,2.1546807071591503e-05,-2.0155984428512095e-08
1656,2.220429215357854e-05,1.701672079880677e-05,-5.187571354771769e-06
1657,2.4026956388338835e-05,2.1663711047817423e-05,-2.3632453405214117e-06
1658,2.0883811334425028e-05,1.862354723471436e-05,-2.2602640997106696e-06
1659,2.4390954176124182e-05,2.103863176545024e-05,-3.3523224106739416e-06
1660,1.9458018113342473e-05,1.9706778365799576e-05,2.487602524571033e-07
1661,1.880359309749763e-05,1.7909783777929976e-05,-8.938093195676546e-07
1662,2.0169732318012705e-05,1.9696780512422308e-05,-4.729518055903963e-07
1663,1.568625707605183e-05,1.6808081990062227e-05,1.121824914010396e-06
1664,2.1113256222482737e-05,1.8147404195629574e-05,-2.965852026853164e-06
1665,2.055976388961775e-05,2.0411417471338313e-05,-1.483464182794374e-07
1666,2.200962910509291e-05,2.051254527700068e-05,-1.4970838280922298e-06
1667,2.0885574682156687e-05,2.010614501110981e-05,-7.794296710468776e-07
1668,1.811151893676362e-05,1.8491301327367185e-05,3.797823906035652e-07
1669,2.0808719737020635e-05,1.9902472990578074e-05,-9.06246746442561e-07
1670,2.1165161161708847e-05,2.2522514244876122e-05,1.3573530831672747e-06
1671,2.24500075448021e-05,2.284815422245205e-05,3.981466776499507e-07
1672,1.82344147267738e-05,2.197038996540679e-05,3.7359752386329907e-06
1673,1.9154228653270607e-05,1.922459652039464e-05,7.036786712403168e-08
1674,2.0027268951767222e-05,1.9790612665685564e-05,-2.3665628608165803e-07
1675,1.7457441734471747e-05,2.1291337972199333e-05,3.833896237727586e-06
1676,2.2507435977366564e-05,2.2369421571162767e-05,-1.3801440620379713e-07
1677,1.952452221970705e-05,1.839332912833804e-05,-1.1311930913690115e-06
1678,1.6885533720194795e-05,2.057629351997875e-05,3.690759799783955e-06
1679,2.0981492299676185e-05,1.9289273456529662e-05,-1.6922188431465227e-06
1680,1.951253117889354e-05,1.9351401538204255e-05,-1.6112964068928405e-07
1681,2.0116372541162116e-05,1.8406057941030893e-05,-1.7103146001312232e-06
1682,1.7419100828262633e-05,2.1241786699473684e-05,3.822685871211051e-06
1683,1.9638057046638268e-05,1.9547147907472702e-05,-9.090913916556578e-08
1684,2.0890161570113284e-05,2.1677007246881625e-05,7.86845676768341e-07
1685,2.570657097352822e-05,1.9252887735332372e-05,-6.4536832381958485e-06
1686,1.5326728047250635e-05,2.1636057918425556e-05,6.309329871174921e-06
1687,1.9915318235955178e-05,1.9562408477144338e-05,-3.5290975881083973e-07
1688,1.9037929213090398e-05,2.156443101290502e-05,2.526501799814621e-06
1689,2.174658869015699e-05,2.0967387115261018e-05,-7.792015748959729e-07
1690,2.6339985657096062e-05,2.0693876609355793e-05,-5.646109047740269e-06
1691,2.03334268690816e-05,2.0373182211978093e-05,3.9755342896493766e-08
1692,2.4494001900124175e-05,2.3876783144594943e-05,-6.172187555292323e-07
1693,2.0899063236818198e-05,1.9387059196769674e-05,-1.5120040400485235e-06
1694,1.884365333693868e-05,1.936727821166224e-05,5.236248747235607e-07
1695,2.2369488933059237e-05,2.163734596866671e-05,-7.321429643925275e-07
1696,2.418173480717846e-05,1.964116695839589e-05,-4.54056784878257e-06
1697,1.9846734921056204e-05,1.9662281443569075e-05,-1.8445347748712886e-07
1698,2.337996013560034e-05,2.3644944271946773e-05,2.64984136346434e-07
1699,2.628798887086123e-05,2.27948130013419e-05,-3.4931758695193315e-06
1700,2.0873368691268872e-05,2.0459191632054106e-05,-4.1417705921476615e-07
1701,2.1243298105902332e-05,2.067665273129368e-05,-5.66645374608651e-07
1702,1.9334075019624615e-05,2.0430103241230817e-05,1.096028221606202e-06
1703,2.1060778173877365e-05,2.3593701364349223e-05,2.5329231904718587e-06
1704,1.6761619982925727e-05,2.059337194375217e-05,3.831751960826442e-06
1705,1.7997792072817746e-05,2.175727997996891e-05,3.759487907151163e-06
1706,2.2916352171639126e-05,2.074465225684e-05,-2.171699914799126e-06
1707,2.2230946974882352e-05,2.060703794672302e-05,-1.6239090281593336e-06
1708,1.9493713036328303e-05,2.2037652935954367e-05,2.5439398996260644e-06
1709,2.185331076398949e-05,2.158375160171577e-05,-2.6955916227371766e-07
1710,2.025303391912591e-05,2.055600020156583e-05,3.029662824399182e-07
1711,1.7580915864953482e-05,2.0037409704406257e-05,2.456493839452775e-06
1712,2.5309417396087695e-05,2.197097201729701e-05,-3.338445378790686e-06
1713,1.4658191281448134e-05,1.8953134053752995e-05,4.2949427723048614e-06
1714,2.7802461960160106e-05,2.1396829381874895e-05,-6.405632578285212e-06
1715,1.9784226595807336e-05,1.7521957195077714e-05,-2.2622694007296226e-06
1716,1.9702226305869866e-05,1.8836134217498627e-05,-8.660920883712386e-07
1717,2.1093303512434237e-05,2.1975855788847507e-05,8.825522764132707e-07
1718,2.0597171663647116e-05,2.2444186650692407e-05,1.8470149870452905e-06
1719,1.782728281943922e-05,1.7045506043486063e-05,-7.817767759531586e-07
1720,2.1827798482434035e-05,2.143796278710303e-05,-3.8983569533100317e-07
1721,2.0584785076632005e-05,2.259341137437084e-05,2.0086262977388344e-06
1722,1.590419452130638e-05,1.8477942955898697e-05,2.573748434592317e-06
1723,2.0252914010151204e-05,2.1335360804223993e-05,1.082446794072789e-06
1724,1.945152356097154e-05,2.159005343575134e-05,2.1385298747797977e-06
1725,2.050351055083415e-05,2.1386485719908072e-05,8.829751690739221e-07
1726,2.7160994772182018e-05,2.3860481137337096e-05,-3.3005136348449214e-06
1727,1.9594070586952518e-05,2.1404004091496206e-05,1.8099335045436874e-06
1728,2.005014697499582e-05,1.9669261866174643e-05,-3.808851088211762e-07
1729,1.6980935700769427e-05,1.926112004658717e-05,2.2801843458177435e-06
1730,2.570218483110178e-05,2.197070764834494e-05,-3.731477182756842e-06
1731,2.3866084254367536e-05,1.9958152447608923e-05,-3.907931806758613e-06
1732,1.9217869847558405e-05,2.0819735117518736e-05,1.6018652699603304e-06
1733,2.159267104053094e-05,1.973155876801315e-05,-1.8611122725177916e-06
1734,2.276959374570274e-05,2.1265820761070508e-05,-1.5037729846322306e-06
1735,2.059279995416529e-05,2.0332594151970802e-05,-2.602058021944874e-07
1736,2.233647318206048e-05,2.0947691450404882e-05,-1.3887817316555985e-06
1737,2.217311046979409e-05,2.0134526586153877e-05,-2.0385838836402116e-06
1738,2.102489627966851e-05,2.045453081051046e-05,-5.703654691580492e-07
1739,2.1422187125963517e-05,2.1039896458276074e-05,-3.822906676874433e-07
1740,1.8478419638121583e-05,2.1052664551209527e-05,2.5742449130879445e-06
1741,1.999617325339967e-05,2.0307674266779692e-05,3.1150101338002183e-07
1742,1.600232016134426e-05,1.9799071731080736e-05,3.7967515697364746e-06
1743,1.5362369557789508e-05,1.8890642420031916e-05,3.528272862242408e-06
1744,2.117338309476581e-05,2.3057566785162657e-05,1.884183690396848e-06
1745,2.076855489672772e-05,2.4521653137198247e-05,3.753098240470527e-06
1746,2.023060856216015e-05,1.859044409694044e-05,-1.6401644652197103e-06
1747,2.1516035803750757e-05,1.977464204917378e-05,-1.7413937545769776e-06
1748,2.1273185574676602e-05,2.29078051145124e-05,1.6346195398357998e-06
1749,2.4770496934566262e-05,2.0024854924217245e-05,-4.745642010349017e-06
1750,2.3063136113666473e-05,2.1108323186433387e-05,-1.954812927233086e-06
1751,1.7726688419882223e-05,1.7819529804145135e-05,9.284138426291264e-08
1752,2.0147928183367123e-05,2.1861976246886383e-05,1.7140480635192604e-06
1753,1.9295454672028547e-05,2.1583645656721284e-05,2.2881909846927373e-06
1754,1.9204646031208958e-05,2.2524094518453543e-05,3.319448487244585e-06
1755,2.1665709067487295e-05,1.90971626776757e-05,-2.568546389811596e-06
1756,1.7510545945083568e-05,2.1322893043544656e-05,3.8123470984610878e-06
1757,2.3656120216596686e-05,2.431751755948658e-05,6.613973428898928e-07
1758,2.714231065960079e-05,2.3844151173825862e-05,-3.2981594857749262e-06
1759,1.667756760154603e-05,1.7999227644472386e-05,1.3216600429263577e-06
1760,2.4679348265657302e-05,2.2089314553901336e-05,-2.5900337117559657e-06
1761,1.7275368627475793e-05,1.7365083988405857e-05,8.971536093006419e-08
1762,1.9654757230878457e-05,1.849146451002372e-05,-1.163292720854736e-06
1763,2.002143466859209e-05,2.2822952052727696e-05,2.8015173841356046e-06
1764,2.4660405090873874e-05,2.3825044178829824e-05,-8.353609120440501e-07
1765,2.170534862892177e-05,2.0578869798875372e-05,-1.126478830046396e-06
1766,1.8820222220703626e-05,1.8738213015234672e-05,-8.200920546895434e-08
1767,2.0156932625410752e-05,1.8781614622346824e-05,-1.3753180030639277e-06
1768,2.100995145959161e-05,1.8995162646306468e-05,-2.0147888132851424e-06
1769,1.6191679725518033e-05,1.923041185960148e-05,3.038732134083448e-06
1770,1.8092466275868348e-05,2.128666186815806e-05,3.194195592289713e-06
1771,1.8481544574469986e-05,1.8882375101630647e-05,4.0083052716066174e-07
1772,1.883723960235919e-05,2.0778942681003065e-05,1.9417030786438754e-06
1773,1.617504815656754e-05,2.0278095792058786e-05,4.103047635491246e-06
1774,2.1090817409740795e-05,1.9359299634813864e-05,-1.7315177749269316e-06
1775,1.659157725186058e-05,1.9371044890906562e-05,2.7794676390459815e-06
1776,1.7468249350526043e-05,1.8582710452943552e-05,1.1144611024175091e-06
1777,2.4639723816125173e-05,2.3009046493481404e-05,-1.6306773226437688e-06
1778,1.9635885108064245e-05,1.8657256453358e-05,-9.786286547062436e-07
1779,1.2695067951337245e-05,1.8638672600028224e-05,5.94360464869098e-06
1780,2.2951331167227807e-05,2.07285553646703e-05,-2.222775802557507e-06
1781,1.7803366195727142e-05,1.9645069768963365e-05,1.841703573236223e-06
1782,1.989407365539577e-05,2.0321336620350007e-05,4.27262964954236e-07
1783,1.6401083899216833e-05,2.0676539100721407e-05,4.2754552015045746e-06
1784,2.1424730841683982e-05,2.242711375749156e-05,1.0023829158075772e-06
1785,2.043593060149833e-05,2.176691030286131e-05,1.3309797013629795e-06
1786,1.9202528510689772e-05,2.1147255009094793e-05,1.944726498405021e-06
1787,2.0106309506137964e-05,1.947783429763889e-05,-6.28475208499075e-07
1788,2.2905483753561648e-05,1.9924660148178432e-05,-2.980823605383216e-06
1789,2.2467834796970452e-05,2.169481462834328e-05,-7.730201686271724e-07
1790,1.561522473449659e-05,2.028062542690926e-05,4.665400692412671e-06
1791,2.5917085716866736e-05,2.266527584741317e-05,-3.2518098694535667e-06
1792,1.960759605040116e-05,1.8089690088782395e-05,-1.5179059616187663e-06
1793,1.5855114584788967e-05,2.0045914104013473e-05,4.190799519224506e-06
1794,2.2317280210464295e-05,2.085490882629535e-05,-1.462371384168946e-06
1795,1.5423768002462954e-05,2.17978579290842e-05,6.374089926621248e-06
1796,1.9771756656716112e-05,1.98930225852396e-05,1.212659285234893e-07
1797,1.983583414252169e-05,1.9346412480907345e-05,-4.89421661614345e-07
1798,2.591917864614601e-05,2.158333155497436e-05,-4.33584709117165e-06
1799,1.8898468017206114e-05,2.181148361250296e-05,2.9130155952968476e-06
1800,1.9692711410617807e-05,2.057046964021135e-05,8.777582295935442e-07
1801,1.90059057051874e-05,2.2553551664627844e-05,3.547645959440443e-06
1802,1.7665142264246642e-05,2.0313905349137124e-05,2.648763084890482e-06
1803,1.791883520785357e-05,2.0643885271430583e-05,2.7250500635770143e-06
1804,2.4982294681538047e-05,2.3035679756230615e-05,-1.9466149253074323e-06
1805,2.1832409439798726e-05,1.9689362431040353e-05,-2.143047008758373e-06
1806,1.906198059771786e-05,2.0535641760471343e-05,1.4736611627534836e-06
1807,1.676749983924049e-05,1.8734755909934494e-05,1.9672560706940036e-06
1808,1.9717094718916014e-05,1.9036137174891385e-05,-6.809575440246284e-07
1809,1.8809196749161365e-05,2.0644834744167547e-05,1.8356379950061822e-06
1810,1.7754939186589447e-05,1.805471130708573e-05,2.997721204962814e-07
1811,2.139051865481562e-05,2.039696598056528e-05,-9.935526742503374e-07
1812,2.3149158406807174e-05,2.1951863742532105e-05,-1.1972946642750685e-06
1813,1.6425522920486798e-05,1.83738044846644e-05,1.9482815641776017e-06
1814,2.0432471867520098e-05,2.2731533600125575e-05,2.299061732605477e-06
1815,2.145774151568861e-05,2.3211885340924703e-05,1.7541438252360942e-06
1816,2.0660535592028375e-05,2.0315728189704612e-05,-3.448074023237631e-07
1817,2.4196562641101732e-05,2.2496641660421082e-05,-1.6999209806806502e-06
1818,2.228232552807731e-05,2.0550011788004707e-05,-1.732313740072604e-06
1819,1.7998189662171818e-05,1.907304813064186e-05,1.0748584684700408e-06
1820,1.4541047742869515e-05,2.041858624628729e-05,5.877538503417776e-06
1821,1.9198663954325203e-05,1.9550464170743794e-05,3.5180021641859066e-07
1822,1.7607250702160592e-05,2.1379496612561732e-05,3.7722459104011395e-06
1823,2.0124614401838345e-05,2.1383015001686276e-05,1.2584005998479315e-06
1824,2.0690504193287056e-05,2.1563982365462793e-05,8.734781721757375e-07
1825,2.2028705504093805e-05,1.937266496352607e-05,-2.6560405405677354e-06
1826,2.175432474186349e-05,2.1186278411869212e-05,-5.680463299942762e-07
1827,2.404021225699129e-05,2.1619806634590524e-05,-2.420405622400767e-06
1828,2.225414971442238e-05,1.945608409630646e-05,-2.7980656181159173e-06
1829,1.908849867765002e-05,1.9866466051570453e-05,7.779673739204327e-07
1830,1.9347714586817537e-05,2.120206220133406e-05,1.8543476145165236e-06
1831,2.387963828565094e-05,2.1961543132694034e-05,-1.9180951529569055e-06
1832,1.835636831089224e-05,2.0171601107136435e-05,1.8152327962441945e-06
1833,2.0246515212252102e-05,1.87406665050066e-05,-1.5058487072455038e-06
1834,2.2230946974882352e-05,2.060703794672302e-05,-1.6239090281593336e-06
1835,2.1571367323574295e-05,2.2688396692905708e-05,1.1170293693314124e-06
1836,1.9170269191462592e-05,2.1095126193259117e-05,1.9248570017965246e-06
1837,1.818764460165611e-05,2.0698186801571604e-05,2.5105421999154938e-06
1838,2.012172271171163e-05,2.1652251897829183e-05,1.5305291861175544e-06
