battery_id,n0,model,cycle,observed,predicted
1,31,power,185,1.0027810566496334,0.9999076139254146
1,31,power,186,1.0024387748845074,0.9998078637504668
1,31,power,187,1.0019669105501887,0.9997068962611458
1,31,power,188,1.001749130863073,0.9996047032307601
1,31,power,189,1.0018799043084554,0.9995012764213423
1,31,power,190,1.001666978040517,0.9993966075836936
1,31,power,191,1.0018924152574733,0.9992906884574277
1,31,power,192,1.0013201509165075,0.9991835107710153
1,31,power,193,1.0003872481179652,0.9990750662418267
1,31,power,194,0.999941113240662,0.9989653465761758
1,31,power,195,0.9986368612832792,0.9988543434693616
1,31,power,196,0.9980639123735556,0.9987420486057118
1,31,power,197,0.9975588394878703,0.9986284536586233
1,31,power,198,0.9971216426262207,0.998513550290605
1,31,power,199,0.9967523217886071,0.9983973301533177
1,31,power,200,0.9964508769750292,0.9982797848876159
1,31,centered_quadratic,151,1.0035040341011485,1.0028534925797894
1,31,centered_quadratic,152,1.003371233684344,1.002807576856653
1,31,centered_quadratic,153,1.003249998700051,1.002761280091154
1,31,centered_quadratic,154,1.0031403291482688,1.0027146022832925
1,31,centered_quadratic,155,1.0030422250289976,1.0026675434330685
1,31,centered_quadratic,156,1.0029556863422409,1.0026201035404825
1,31,centered_quadratic,157,1.0029072943153923,1.0025722826055334
1,31,centered_quadratic,158,1.0029532296974646,1.002524080628222
1,31,centered_quadratic,159,1.002855579373866,1.0024754976085481
1,31,centered_quadratic,160,1.002860543825376,1.0024265335465117
1,31,centered_quadratic,161,1.0025763543941397,1.0023771884421129
1,31,centered_quadratic,162,1.0014383798854618,1.0023274622953517
1,31,centered_quadratic,163,1.0004746427551507,1.0022773551062278
1,31,centered_quadratic,164,0.999940860696534,1.0022268668747414
1,31,centered_quadratic,165,0.9996885162089997,1.0021759976008926
1,31,centered_quadratic,166,0.9999216817116944,1.0021247472846813
1,31,centered_quadratic,167,1.0005932631675036,1.0020731159261074
1,31,centered_quadratic,168,1.0013679303061351,1.0020211035251712
1,31,centered_quadratic,169,1.0020708838385373,1.0019687100818724
1,31,centered_quadratic,170,1.0030309268578446,1.001915935596211
1,31,centered_quadratic,171,1.0023714359521643,1.0018627800681872
1,31,centered_quadratic,172,1.0006014508223022,1.001809243497801
1,31,centered_quadratic,173,0.9996034070961728,1.0017553258850522
1,31,centered_quadratic,174,0.9986270177227583,1.0017010272299411
1,31,centered_quadratic,175,0.9980836122088909,1.0016463475324673
1,31,centered_quadratic,176,0.9978717048258827,1.001591286792631
1,31,centered_quadratic,177,0.9980881334019138,1.0015358450104321
1,31,centered_quadratic,178,0.9987131474621992,1.0014800221858708
1,31,centered_quadratic,179,0.9998235511188321,1.0014238183189472
1,31,centered_quadratic,180,1.0011065231854825,1.001367233409661
1,31,centered_quadratic,181,1.0013771727680894,1.0013102674580123
1,31,centered_quadratic,182,1.0016764928582509,1.0012529204640013
1,31,centered_quadratic,183,1.0023240922011576,1.0011951924276274
1,31,centered_quadratic,184,1.0025496689705158,1.0011370833488913
1,31,centered_quadratic,185,1.0027810566496334,1.0010785932277928
1,31,centered_quadratic,186,1.0024387748845074,1.0010197220643315
1,31,centered_quadratic,187,1.0019669105501887,1.0009604698585077
1,31,centered_quadratic,188,1.001749130863073,1.0009008366103216
1,31,centered_quadratic,189,1.0018799043084554,1.000840822319773
1,31,centered_quadratic,190,1.001666978040517,1.0007804269868619
1,31,centered_quadratic,191,1.0018924152574733,1.0007196506115883
1,31,centered_quadratic,192,1.0013201509165075,1.0006584931939522
1,31,centered_quadratic,193,1.0003872481179652,1.0005969547339535
1,31,centered_quadratic,194,0.999941113240662,1.0005350352315925
1,31,centered_quadratic,195,0.9986368612832792,1.0004727346868687
1,31,centered_quadratic,196,0.9980639123735556,1.0004100530997826
1,31,centered_quadratic,197,0.9975588394878703,1.0003469904703342
1,31,centered_quadratic,198,0.9971216426262207,1.0002835467985232
1,31,centered_quadratic,199,0.9967523217886071,1.0002197220843494
1,31,centered_quadratic,200,0.9964508769750292,1.0001555163278133
1,41,linear,151,1.0035040341011485,1.0032713007884633
1,41,linear,152,1.003371233684344,1.003247078790398
1,41,linear,153,1.003249998700051,1.0032228567923325
